,salary
105660,53147
105661,85030
105662,54623
105663,46230
105664,98107
105665,49633
105666,67399
105667,95273
105668,77843
105669,79228
105670,84854
105671,45230
105672,59980
105673,51690
105674,50804
105675,83409
105676,65094
105677,83146
105678,72889
105679,48366
105680,54388
105681,64642
105682,71581
105683,79933
105684,57578
105685,82102
105686,51119
105687,113980
105688,63637
105689,47922
105690,49410
105691,84593
105692,55341
105693,98291
105694,70356
105695,53949
105696,63124
105697,60870
105698,71726
105699,65293
105700,86546
105701,62686
105702,115724
105703,49004
105704,45162
105705,56170
105706,105953
105707,50580
105708,44539
105709,89434
105710,98807
105711,65943
105712,74771
105713,52054
105714,50335
105715,62395
105716,56551
105717,57604
105718,59064
105719,59679
105720,47534
105721,51496
105722,93655
105723,101600
105724,93929
105725,77461
105726,67909
105727,65623
105728,122176
105729,77729
105730,91170
105731,55239
105732,105262
105733,91245
105734,42977
105735,83286
105736,69537
105737,44060
105738,74172
105739,62626
105740,80600
105741,55792
105742,80936
105743,45037
105744,75856
105745,72318
105746,66201
105747,55750
105748,61396
105749,68721
105750,81228
105751,51084
105752,71369
105753,48303
105754,47197
105755,98778
105756,73533
105757,86145
105758,63465
105759,76933
105760,59748
105761,67871
105762,44677
105763,59647
105764,56917
105765,95754
105766,63415
105767,73882
105768,99040
105769,56718
105770,80181
105771,59708
105772,55742
105773,66219
105774,67237
105775,75234
105776,84638
105777,54712
105778,104262
105779,93137
105780,78789
105781,84877
105782,50332
105783,78633
105784,72887
105785,79641
105786,69648
105787,81492
105788,47090
105789,55356
105790,86599
105791,59714
105792,74603
105793,43426
105794,87765
105795,61994
105796,63403
105797,53051
105798,52497
105799,53686
105800,57445
105801,102907
105802,85421
105803,66580
105804,73766
105805,47527
105806,66343
105807,72074
105808,62818
105809,60622
105810,81616
105811,52562
105812,103392
105813,81524
105814,87191
105815,106827
105816,68164
105817,43502
105818,68957
105819,60859
105820,70540
105821,75183
105822,65259
105823,43722
105824,98405
105825,74742
105826,46692
105827,56766
105828,49518
105829,84128
105830,89932
105831,87886
105832,80796
105833,69879
105834,79791
105835,49515
105836,49892
105837,58261
105838,76710
105839,58220
105840,98941
105841,99385
105842,74889
105843,78265
105844,66353
105845,78173
105846,51642
105847,64684
105848,68658
105849,92023
105850,76345
105851,70530
105852,55562
105853,44687
105854,73506
105855,54597
105856,48444
105857,86630
105858,99356
105859,71572
105860,60090
105861,71709
105862,42742
105863,92641
105864,68519
105865,73571
105866,58222
105867,43471
105868,88714
105869,75698
105870,52839
105871,50686
105872,63475
105873,70846
105874,54286
105875,53094
105876,52464
105877,70972
105878,68853
105879,86729
105880,92688
105881,50405
105882,73372
105883,74935
105884,47530
105885,56972
105886,49446
105887,69238
105888,91259
105889,60447
105890,63188
105891,69606
105892,59379
105893,56238
105894,73888
105895,58517
105896,45699
105897,70779
105898,86379
105899,61465
105900,53085
105901,66933
105902,48253
105903,71136
105904,84132
105905,69654
105906,44961
105907,52204
105908,75944
105909,65119
105910,96676
105911,100052
105912,49339
105913,56561
105914,58678
105915,83984
105916,91569
105917,66499
105918,66683
105919,67360
105920,59791
105921,73386
105922,83818
105923,54357
105924,49726
105925,89935
105926,84293
105927,93348
105928,62760
105929,55782
105930,69096
105931,67350
105932,94556
105933,58091
105934,63074
105935,81886
105936,44162
105937,65198
105938,86524
105939,71069
105940,54142
105941,43230
105942,71805
105943,67222
105944,93146
105945,66514
105946,49127
105947,64031
105948,86541
105949,65561
105950,91569
105951,76498
105952,88459
105953,54396
105954,46927
105955,52264
105956,45995
105957,79995
105958,49334
105959,63071
105960,77445
105961,75894
105962,68309
105963,52942
105964,61777
105965,108952
105966,62199
105967,68501
105968,72289
105969,83317
105970,59083
105971,119134
105972,77015
105973,48257
105974,71728
105975,69618
105976,63287
105977,82596
105978,97560
105979,80395
105980,89400
105981,78276
105982,111659
105983,65747
105984,74831
105985,49642
105986,55571
105987,101501
105988,69073
105989,88268
105990,114259
105991,81349
105992,80948
105993,60241
105994,93563
105995,63972
105996,87048
105997,71025
105998,62775
105999,72647
106000,76368
106001,81582
106002,67001
106003,72047
106004,54282
106005,44644
106006,91090
106007,77147
106008,72612
106009,68801
106010,55495
106011,58858
106012,79715
106013,41735
106014,79477
106015,81061
106016,75725
106017,61144
106018,79925
106019,96390
106020,65433
106021,53540
106022,70045
106023,53333
106024,95739
106025,57328
106026,54546
106027,44104
106028,63698
106029,58570
106030,78499
106031,46140
106032,53494
106033,64314
106034,74401
106035,67760
106036,59579
106037,51178
106038,75869
106039,87285
106040,55825
106041,57154
106042,65302
106043,62228
106044,73405
106045,97590
106046,61248
106047,72113
106048,66378
106049,65572
106050,87093
106051,73530
106052,60854
106053,51880
106054,47737
106055,74463
106056,56433
106057,69087
106058,61769
106059,65808
106060,69362
106061,100196
106062,55613
106063,50018
106064,64660
106065,79750
106066,96999
106067,50933
106068,63613
106069,94917
106070,82578
106071,100616
106072,64848
106073,70671
106074,70784
106075,52913
106076,79715
106077,56906
106078,48219
106079,72964
106080,81650
106081,63990
106082,90747
106083,63964
106084,76290
106085,94189
106086,74121
106087,87620
106088,66135
106089,66024
106090,65656
106091,47038
106092,62720
106093,67865
106094,44799
106095,68944
106096,64736
106097,58783
106098,80506
106099,69588
106100,68674
106101,53086
106102,83049
106103,60195
106104,46654
106105,66916
106106,53965
106107,75426
106108,106263
106109,53047
106110,92647
106111,59412
106112,67926
106113,75333
106114,52222
106115,60150
106116,58839
106117,60720
106118,62989
106119,57080
106120,63139
106121,69512
106122,65045
106123,61248
106124,56724
106125,71160
106126,74066
106127,88642
106128,75394
106129,90133
106130,81916
106131,46463
106132,77996
106133,89966
106134,46399
106135,71663
106136,73394
106137,50953
106138,54672
106139,85712
106140,61910
106141,74162
106142,80401
106143,55592
106144,81125
106145,94174
106146,98937
106147,92316
106148,51667
106149,65532
106150,79068
106151,87074
106152,67381
106153,51050
106154,68431
106155,49056
106156,70611
106157,69097
106158,70558
106159,60490
106160,74697
106161,63210
106162,78986
106163,57106
106164,58568
106165,65317
106166,90365
106167,51136
106168,64829
106169,95809
106170,46244
106171,59307
106172,94608
106173,89830
106174,64060
106175,101311
106176,69042
106177,74478
106178,92231
106179,57844
106180,51203
106181,63353
106182,72773
106183,54159
106184,59611
106185,42045
106186,67273
106187,65889
106188,56448
106189,62315
106190,51655
106191,85068
106192,60759
106193,52852
106194,83610
106195,58853
106196,83130
106197,85058
106198,80353
106199,59973
106200,109270
106201,67362
106202,65593
106203,84704
106204,74956
106205,68184
106206,59658
106207,94264
106208,66166
106209,49810
106210,82866
106211,64568
106212,82812
106213,69061
106214,89501
106215,78614
106216,70870
106217,89955
106218,49877
106219,54293
106220,70161
106221,95592
106222,83618
106223,103453
106224,87923
106225,61351
106226,51350
106227,56964
106228,84531
106229,78894
106230,84740
106231,72725
106232,132593
106233,54693
106234,98242
106235,63888
106236,51786
106237,74992
106238,69377
106239,57714
106240,78449
106241,85216
106242,92901
106243,107090
106244,81441
106245,101335
106246,46912
106247,67020
106248,46731
106249,56357
106250,55926
106251,83094
106252,63688
106253,67023
106254,90065
106255,71403
106256,77603
106257,111610
106258,50226
106259,73438
106260,79459
106261,59646
106262,61535
106263,83111
106264,75337
106265,75904
106266,58722
106267,61753
106268,88158
106269,71052
106270,57764
106271,60184
106272,105705
106273,67973
106274,63548
106275,94588
106276,128847
106277,79436
106278,98417
106279,72735
106280,56755
106281,94123
106282,92955
106283,58623
106284,94778
106285,85774
106286,57768
106287,79815
106288,76446
106289,40110
106290,59267
106291,87807
106292,98413
106293,66067
106294,70122
106295,69760
106296,107117
106297,83335
106298,73157
106299,59101
106300,90593
106301,115843
106302,45621
106303,54628
106304,73148
106305,72552
106306,102582
106307,61567
106308,80303
106309,57829
106310,72226
106311,44940
106312,64792
106313,75985
106314,60425
106315,90256
106316,103617
106317,58800
106318,61697
106319,73118
106320,87998
106321,77941
106322,63202
106323,68460
106324,55892
106325,85820
106326,56722
106327,73159
106328,86747
106329,87084
106330,65649
106331,75315
106332,61771
106333,55982
106334,69712
106335,56671
106336,53578
106337,65524
106338,94376
106339,82911
106340,80166
106341,68412
106342,45378
106343,43039
106344,57322
106345,99488
106346,88190
106347,67620
106348,67217
106349,73659
106350,53037
106351,61230
106352,93300
106353,88121
106354,48577
106355,60492
106356,45670
106357,79114
106358,60822
106359,53386
106360,66569
106361,45646
106362,76525
106363,66150
106364,71462
106365,56015
106366,93709
106367,60972
106368,85653
106369,66675
106370,42385
106371,75255
106372,63279
106373,76941
106374,92318
106375,57771
106376,67825
106377,56210
106378,93135
106379,68252
106380,47842
106381,54862
106382,42660
106383,49056
106384,63947
106385,61753
106386,63651
106387,72740
106388,85171
106389,106292
106390,57310
106391,54452
106392,72748
106393,72831
106394,66233
106395,77370
106396,62039
106397,59202
106398,61096
106399,63675
106400,57468
106401,91352
106402,80760
106403,66990
106404,62429
106405,79038
106406,100950
106407,63865
106408,63938
106409,47915
106410,55957
106411,88476
106412,78515
106413,66403
106414,70974
106415,60835
106416,98351
106417,46997
106418,99198
106419,68745
106420,51021
106421,70088
106422,147480
106423,91965
106424,72984
106425,97886
106426,63242
106427,91552
106428,74318
106429,45033
106430,82400
106431,52666
106432,46134
106433,51202
106434,60222
106435,58326
106436,93448
106437,66785
106438,67311
106439,75786
106440,53186
106441,125459
106442,45328
106443,73795
106444,59637
106445,59474
106446,68727
106447,72427
106448,58012
106449,99417
106450,71373
106451,49996
106452,88533
106453,61765
106454,41301
106455,52474
106456,50033
106457,71109
106458,56777
106459,69317
106460,109479
106461,53899
106462,81262
106463,136822
106464,69713
106465,111812
106466,61401
106467,72602
106468,72433
106469,78600
106470,70627
106471,65262
106472,66450
106473,56235
106474,41916
106475,101121
106476,61129
106477,70579
106478,62709
106479,72039
106480,43187
106481,54204
106482,49340
106483,74000
106484,55511
106485,89861
106486,71385
106487,78314
106488,82103
106489,77227
106490,45725
106491,70620
106492,80112
106493,76975
106494,73347
106495,55223
106496,60638
106497,85661
106498,88508
106499,52387
106500,98280
106501,51273
106502,117026
106503,55591
106504,78490
106505,113165
106506,44492
106507,45942
106508,95468
106509,102620
106510,58857
106511,42218
106512,70984
106513,83409
106514,83016
106515,84545
106516,55179
106517,55561
106518,53723
106519,50964
106520,94298
106521,57658
106522,57696
106523,57470
106524,126750
106525,91609
106526,75304
106527,61348
106528,76300
106529,55153
106530,67514
106531,60780
106532,52790
106533,90314
106534,77258
106535,96499
106536,96977
106537,64064
106538,73275
106539,61114
106540,57637
106541,61255
106542,102332
106543,61420
106544,76775
106545,69797
106546,76482
106547,78127
106548,74992
106549,82976
106550,54588
106551,56283
106552,83288
106553,61070
106554,69010
106555,86914
106556,89521
106557,73023
106558,58138
106559,81282
106560,96052
106561,45945
106562,80439
106563,69989
106564,93604
106565,92872
106566,73092
106567,73920
106568,82943
106569,63843
106570,83578
106571,83651
106572,70680
106573,44601
106574,71469
106575,75145
106576,88141
106577,63660
106578,74461
106579,93463
106580,69091
106581,47223
106582,68342
106583,80346
106584,97145
106585,59227
106586,49774
106587,75019
106588,62800
106589,77324
106590,62300
106591,56599
106592,125350
106593,76535
106594,116970
106595,56973
106596,88897
106597,61443
106598,97336
106599,86457
106600,78133
106601,98810
106602,79962
106603,81966
106604,43401
106605,61079
106606,51420
106607,58659
106608,86587
106609,64480
106610,100085
106611,76609
106612,51717
106613,70242
106614,92112
106615,69375
106616,62902
106617,77744
106618,51895
106619,68790
106620,69129
106621,81584
106622,54083
106623,52858
106624,61010
106625,79666
106626,68460
106627,77382
106628,68327
106629,58378
106630,78355
106631,87565
106632,80807
106633,52544
106634,79104
106635,80183
106636,84840
106637,91386
106638,55720
106639,51162
106640,76818
106641,73632
106642,62653
106643,84807
106644,82030
106645,72163
106646,82529
106647,69120
106648,73722
106649,61288
106650,80697
106651,74121
106652,62602
106653,61713
106654,72720
106655,51794
106656,72521
106657,116138
106658,96276
106659,113830
106660,88913
106661,71996
106662,79697
106663,58342
106664,114420
106665,54683
106666,84422
106667,50808
106668,73405
106669,65968
106670,90066
106671,60977
106672,69936
106673,53834
106674,41960
106675,96091
106676,84756
106677,97369
106678,53852
106679,83602
106680,74989
106681,58865
106682,56881
106683,80749
106684,95270
106685,83413
106686,121222
106687,67129
106688,108647
106689,58594
106690,85636
106691,54914
106692,68562
106693,44981
106694,61308
106695,84184
106696,103359
106697,98073
106698,74171
106699,65528
106700,61420
106701,59821
106702,51551
106703,97273
106704,84202
106705,77747
106706,75448
106707,69537
106708,91971
106709,107948
106710,87507
106711,102965
106712,70110
106713,97179
106714,58593
106715,67799
106716,106794
106717,105146
106718,78311
106719,53242
106720,87365
106721,55751
106722,71193
106723,73700
106724,83013
106725,56632
106726,60667
106727,60533
106728,73532
106729,54313
106730,66606
106731,77216
106732,76033
106733,85358
106734,54927
106735,70270
106736,70157
106737,64523
106738,79969
106739,56268
106740,47204
106741,91624
106742,56974
106743,92021
106744,68801
106745,88175
106746,108044
106747,124255
106748,64150
106749,66879
106750,68784
106751,70930
106752,74903
106753,72975
106754,68583
106755,62873
106756,64738
106757,45299
106758,133130
106759,83733
106760,97780
106761,59601
106762,57987
106763,54790
106764,100469
106765,58039
106766,81867
106767,93157
106768,94843
106769,92892
106770,90404
106771,92793
